v0,sin_theta,cos_theta,U,sin_alpha,cos_alpha,Range,Height,FlightTime
20.885707903523006,0.793575110505787,0.6084723033842444,2.528435439070502,0.6199150483141028,-0.7846689320176526,-15.144566215708112,11.353648953715883,-1.1828728675247457
69.88827378902317,0.6891578687602004,0.7246112281257436,26.411838114765473,-0.08314752640133287,0.9965372491047887,112.85302384528956,64.83339861842501,1.6659802233177734
93.58991342154772,0.601870349059182,0.7985938159811772,28.270984064455305,0.18538599600366973,-0.9826657786275694,74.12380758263049,92.43212879382452,2.964153868131018
90.4977484453719,0.9445841632788078,0.32826933832277816,24.754901391893746,-0.6335673752480039,0.7736875215623908,111.04161793447072,135.72594833308423,2.729293071992731
24.688424745822395,0.7303416165101325,0.6830820764691213,17.287253969763842,-0.23505436954035155,0.9719822237880629,-47.974680490652815,11.826636165983643,-1.3056124661377326
52.60306657833367,0.8543394606688074,0.5197153893662678,7.883277496939812,-0.9928216155488496,0.1196045137065163,24.966765047992293,53.56730091815237,0.9925748721396677
46.308946549008276,0.7957371834404167,0.6056420848077788,25.37860200339078,0.5088106284732975,-0.8608784724643822,-1.4098072107962096,55.21844337028823,2.335578219880336
79.03090805334189,0.7858962028882099,0.6183584383558565,19.605288102637115,-0.5791551963399496,-0.8152173075643294,42.96045264733474,86.35029706367746,1.859777983729987
69.70098293835895,0.9043748435884679,0.4267389626977297,12.094438013427782,-0.17476247736871064,-0.9846106217708354,26.08499659637287,98.97461798580596,2.651502853177781
53.268297250905434,0.8736458562602364,0.4865623473300399,6.199352730524682,-0.2162000748622033,-0.9763490808258989,24.703962338995616,62.140364567906175,1.618553520522438
19.020671276816312,0.6725422332466572,0.7400587439518561,18.802080653033684,0.9591653895239851,0.2828458158419563,-7.97986783384947,11.130009259675475,-0.3966894752678072
58.08946526706423,0.5792400821608098,0.8151569954421898,5.955524576270296,0.443060743354216,0.8964915937689597,41.56653671727265,39.14018805527472,0.8676402412726736
89.19994141816922,0.9480861413529231,0.31801362954207646,29.380075038295026,0.9990748631909011,0.04300485716848904,112.98493386994484,249.0198332829591,9.02491160255108
81.1583469211698,0.9134179801698459,0.4070228414996376,4.068612423185173,-0.9994313174300218,0.033720049526817224,71.49303210794767,123.71467017922168,3.087567425610743
20.085239061905472,0.9420600843027116,0.33544417950468003,14.569419034163086,0.9857135082032404,0.1684306377879635,2.418003420550644,19.397794235753338,0.26958395095576226
12.29896103838455,0.8393775117278782,0.5435488872268214,27.349699575506204,0.6173541715424007,0.7866853417213239,-31.26622068417032,7.343968478938656,-1.0714354664891181
95.8256185109478,0.8632308527107065,0.5048093649372469,15.168795476028375,-0.5541874718326969,0.832391882507082,144.9196454906707,139.04674027822307,3.1410050183168585
47.83460834577988,0.24923767618163514,0.9684423476756778,6.485554180818457,-0.7288816800300676,0.6846396837143945,-139.09869418575997,5.492440121880918,-2.122080240414803
14.489824073904737,0.9839790262472689,0.1782842559102644,26.768389013740403,0.9989869049927664,0.04500181832963463,5.333837961339912,18.977241486108404,1.599924148826036
88.18690586405033,0.7608544038288722,0.6489226272632289,2.0695492449973587,0.9856784090370454,0.1686359213163053,129.38589642263508,114.98592373040262,3.2859790186854516
46.59661873288532,0.3274353222708356,0.944873594577282,13.606242382099559,-0.6381209666291576,0.7699361219921231,-122.50312749844298,8.046264653214507,-1.844549818440716
52.98148130153116,0.6234562945560093,0.7818582024756731,26.618682339983867,0.8818743141032863,-0.4714845640366801,54.11859956462502,60.8757952472027,3.858184707188322
92.9377791903429,0.7422986003934344,0.6700692410892686,29.149318374756582,0.6071531575334566,-0.7945848244820396,58.921261759741796,152.24160561332124,5.473766301542516
14.929268552494989,0.38412537170410144,0.9232809425159744,15.394244731935071,0.6959046964077854,-0.7181341472995056,-21.101965003868518,2.0368295563136343,-2.5583462664322085
52.758597756411696,0.4213349235362888,0.9069051120203644,11.514504568699243,0.8007386057278482,-0.5990139274649812,7.5268213871249126,22.372959786548947,0.18893926088621704
88.74860410196393,0.38226271111076565,0.9240536887509553,18.95362855244229,0.7931897462812715,-0.608974569579266,118.28791104180227,50.873086374440106,2.340367561075547
44.0083157677256,0.24191574805087915,0.9702972590113731,27.80314500399249,-0.993572142376724,-0.11320069740477283,-167.11061237066124,3.0685272016800056,-2.833287256636302
73.19119809868735,0.45882530263980914,0.8885265002561755,4.820350892205857,0.8787324785553284,0.47731460393749664,60.280572624490745,40.149386281084645,1.0083061232800656
54.90175894033361,0.5442121360004936,0.838947644987326,6.157947352658391,-0.1937448467372073,-0.9810519529376495,7.1248646638982445,30.028909201297026,0.18277333087541825
21.830831251913956,0.6932939689606814,0.7206548914721566,26.680293486214328,-0.726434866724971,0.6872353195276517,-86.5076618600638,6.686313523943362,-2.2005625386465484
79.4567442555238,0.31160534861866646,0.9502116115435758,12.386578390763468,0.7792170331250826,-0.6267541904827952,35.412799935066445,27.075718023876732,0.5652927258716438
73.53170648673986,0.3742493082124089,0.9273281270955461,12.749330345810774,0.3718242314342234,0.9283031514103295,31.835618405154158,29.142186685623727,0.4156063863550472
30.434090949296877,0.3501851931859206,0.9366804847296326,11.994599354089027,-0.9267344982968644,0.3757168743435128,-109.7136051430095,3.9612103118121382,-2.4903424585216594
40.942950003540346,0.8335968996207179,0.5523732514728846,14.332700612112959,0.9664546701989218,-0.2568372450613292,30.057298452766794,49.99717838887834,2.1877934266420307
70.38334244569538,0.6408335484084108,0.7676798572544971,12.015731515868545,-0.7143539161535754,-0.6997845971983454,37.76268828351066,53.338948137716514,0.9517743035975292
76.99812083461273,0.4235218491881856,0.9058858886527705,23.821890150615967,-0.9485475463755336,-0.3166347300359751,-51.78981708440571,25.679770712978097,-0.7487915940628094
38.23309225835395,0.2982066329172262,0.9545013379163859,28.52418509829442,0.77511383471673,0.6318216071255602,-6.778744310643528,10.648196272011404,-0.12306436545542399
97.65327141905286,0.6841257267342199,0.7293640997611381,5.991454506980775,0.7581545805254242,0.6520748668890085,180.97800301244888,118.24610599549749,3.534910701179815
64.9052527600384,0.6365260124477062,0.7712552336791125,6.931705928370302,-0.9713977427693109,0.23745826021153232,37.33926962592765,47.35362414622712,0.7935822889653947
86.53623291580311,0.9446217125675229,0.3281612715510473,21.966156867742505,0.2817564585831092,-0.9594859551065376,-18.055280564774137,162.36955454212568,4.493750023327692
17.4972203873811,0.7849652921832393,0.6195397405071621,29.911523201825386,0.5686057123797803,-0.8226102016441824,4.411726160009793,12.15898557611289,-0.33162754812690376
95.43552577782765,0.7471407459000542,0.6646658602756055,18.25650812362595,-0.2771926747641731,0.9608143530657124,179.54398911785225,115.24691320662697,2.855238414924459
85.94415257246139,0.5062872327866644,0.8623649099524063,19.875199614435576,-0.9294307899152835,-0.36899648610447794,15.704319904360402,44.341664899249025,0.24320181909087335
73.64712886140975,0.7121864474434263,0.7019903589636484,14.79254524119132,-0.9928867846506368,-0.11906230665546493,46.04556913031891,63.25774139018233,1.0539647284971383
82.34424270576775,0.18058974854194457,0.9835585100651395,26.455526517966437,0.848782781200949,-0.528741704745126,44.763869779867385,16.886665613431546,0.7474986520369322
34.436305084763674,0.9654610579542192,0.2605473960221436,28.653743528132864,-0.0918815667807928,-0.9957699421482388,-8.025124018669086,35.098021150111535,0.40134282656486375
94.81775123833371,0.5385073052006569,0.8426208413310975,27.3772727412855,-0.9248986959891764,0.38021362700134925,33.680614173103955,53.759367222685796,0.3891872851751885
59.95904285450978,0.8740310009123279,0.4858701569804369,2.087113095941888,0.9596910429007787,-0.2810571155050445,50.48247973844315,78.76850858930206,2.355693832803343
19.863323998276776,0.27221576539654646,0.9622362376618189,2.219982294642582,-0.18254478606913652,-0.9831975391949337,-78.41156350035436,1.3531890402403022,-2.9885349604636287
69.07452470924596,0.6838103427926985,0.7296597940751102,25.446869452383954,0.6579141505822302,-0.7530929361397984,50.82367567310585,87.13348568982939,3.8660281810118295
17.16647528124154,0.8035105431096946,0.5952905232838531,7.743827129538857,-0.2578872193899813,-0.966175026625768,-9.362489636198683,7.577918466436671,-1.7526016730737888
54.425503351342186,0.49571165545452284,0.8684871643533578,3.0629216101048007,0.2088490534317965,-0.9779478886324376,0.8019806373605145,26.08393731698692,0.01815859522552099
51.52567672236769,0.8641589437549339,0.5032189582362305,17.918751517678384,-0.024706854843731016,-0.9996947390697476,5.554937671915006,58.678435204591224,1.5421955646523857
52.346011945427236,0.5558727501232871,0.8312673972136605,20.326523413521922,-0.24467347963921726,-0.9696055323487163,-3.8228765786184637,26.958794230387355,-0.15502930408956273
68.02059313427374,0.6489005703805015,0.7608732152992769,5.986091153304452,0.9998345461796829,0.01819011450396599,86.04770305733985,64.19265898885139,2.141310568765941
57.40855249488452,0.41574204956310207,0.9094825716994642,7.9143270229267095,0.9597147324846339,0.2809762129646346,12.917646961422303,24.328146865171902,0.24431334641607494
24.98660167993742,0.17715801782348692,0.9841824204490004,11.57354719194559,-0.47411770231201444,-0.8804614723850079,-90.23895978981068,0.8223490933396249,-3.2511515507073185
67.0901915754352,0.9828013593527937,0.1846658822151534,15.367851969984907,-0.8585935081065804,0.5126569884798562,34.421927456336235,92.96432799632902,1.9459891469247141
78.88303045830048,0.4588072859114003,0.8885358036650041,20.49117012501042,-0.08243854028769722,0.9965961504417091,62.57151316005728,41.047928581923316,0.7413702647145588
50.91375213946673,0.976924164401173,0.21358646260723066,0.018453980850227092,0.2561367434424554,0.9666405581490431,16.98556343172882,70.45688964913307,1.975094813412575
58.42816453860935,0.7555844572072463,0.6550512407642862,23.00994385453873,0.424905284623954,0.9052378135598604,126.82407089887042,68.67837899638083,2.5876504304135555
53.162978895907294,0.5861466645073191,0.8102049664664766,17.01907612135798,-0.2924506967823691,-0.956280602099356,1.123696412584151,30.30191063252235,0.04229032955692302
89.33355846286639,0.42113132756253313,0.9069996719654415,11.579366582274947,0.9559947699778518,0.29338370741231384,142.7607531981704,54.90611452776612,2.163768685492794
76.73698831979006,0.950997554592833,0.30919840096360746,3.405285546024813,0.9208997820854198,-0.3897994245185931,52.52952955985382,132.22813481701732,3.7207209647633057
82.60881941331294,0.7110093644581503,0.7031825393543395,26.681331576129057,-0.036131867989509424,0.9993470308734542,174.2776353663093,90.12071372603688,2.4936470711119205
44.93254652523232,0.6592362832950274,0.7519358501809569,29.463337961196533,-0.9971608996209211,0.07530033377877776,-51.17884386717637,19.98997529854647,-1.225736763588313
67.78297833259172,0.8605082047611212,0.5094365804874953,4.117806809637309,-0.609398830723057,-0.7928638376880175,53.354872273773076,87.31244777921418,2.328756473764139
73.29268830015184,0.5896356675876164,0.8076693503584904,11.315950559288359,0.9999985245815375,0.0017177993911356043,116.5234705283765,68.40988007060315,2.7081839999841115
57.325322817851976,0.589155517367189,0.808019663347248,0.9178106333560032,0.11356405347811716,-0.9935306768075254,27.702356299689978,37.69625348156383,0.6631800514612349
43.20296042943086,0.8776290046909969,0.47934051583930404,20.123700955989065,0.9452838849071924,-0.3262489493236198,25.185929766834658,66.25025437449555,3.434511536813923
